NAME_2,STATE_NA_1,Land resource area,Pasture_grassland_mean_npp(gC/m2/yr),Grassland/Pasture NPP percetage of LRRs,HANPP_grazing(gC/m2/yr)Site_speific,Grassland/Pasture area_Acres,Grassland/Pasture area_m2,HANPP_grazing_Tonnes(Site specific),County_Area_m2,HANPP_grazing_gC/m2/yr(County),HANPP_grazing_Tonnes(County)
Renville,North Dakota,N Great Plains,488.674004,4.07,19.88903196,66340.5,268470715.8,5339.622648,2312509952,2.309016073,
Richland,North Dakota,N Great Plains,450.963269,4.07,18.35420505,68127.9,275704073.4,5060.329096,3744509952,1.351399558,
Rolette,North Dakota,N Great Plains,476.706478,4.07,19.40195365,81523.4,329913786.5,6400.971996,2433289984,2.6305833,
Sargent,North Dakota,N Great Plains,484.139997,4.07,19.70449788,69979.1,283195620.6,5580.227506,2246749952,2.483688717,
Sheridan,North Dakota,N Great Plains,386.260925,4.07,15.72081965,211857.4,857357237.8,13478.35851,2604760064,5.17451058,
Sioux,North Dakota,N Great Plains,358.738954,4.07,14.60067543,554157.9,2242599439,32743.46653,2921989888,11.20587948,
Slope,North Dakota,N Great Plains,355.351599,4.07,14.46281008,193319.9,782338570.5,11314.81416,3157920000,3.582995821,
Stark,North Dakota,N Great Plains,418.25856,4.07,17.02312339,107983.3,436993297.4,7438.990824,3470860032,2.143270185,
Steele,North Dakota,N Great Plains,545.733627,4.07,22.21135862,28919.5,117033167.8,2599.46566,1852930048,1.402894655,
Stutsman,North Dakota,N Great Plains,423.289114,4.07,17.22786694,327387.6,1324891783,22825.05935,5951669760,3.835068185,
Towner,North Dakota,N Great Plains,482.278687,4.07,19.62874256,56729.8,229577558.4,4506.318792,2697420032,1.670603295,
Traill,North Dakota,N Great Plains,807.677518,4.07,32.87247498,7954.4,32190343.18,1058.176251,2233850112,0.47370065,
Walsh,North Dakota,N Great Plains,431.359143,4.07,17.55631712,82786.9,335026994.1,5881.840153,3351510016,1.75498212,
Ward,North Dakota,N Great Plains,453.802769,4.07,18.4697727,261591.3,1058623368,19552.53299,5324519936,3.672168237,
Wells,North Dakota,N Great Plains,434.536232,4.07,17.68562464,118325.7,478847542.3,8468.717894,3342159872,2.533905683,
Williams,North Dakota,N Great Plains,366.027303,4.07,14.89731123,404302.1,1636153996,24374.29531,5563039744,4.38147064,
Hyde,South Dakota,N Great Plains,345.586478,4.07,14.06536965,288734.1,1168466480,16434.91297,2243569920,7.325340219,
Campbell,South Dakota,N Great Plains,378.822434,4.07,15.41807306,213372.3,863487826,13313.31839,1997159936,6.666125307,
Corson,South Dakota,N Great Plains,344.363725,4.07,14.01560361,1181489.1,4781320979,67013.09957,6551790080,10.22821225,
Perkins,South Dakota,N Great Plains,340.420369,4.07,13.85510902,1370186.1,5544951321,76825.90505,7485380096,10.26346078,
McPherson,South Dakota,N Great Plains,385.27732,4.07,15.68078692,366092.03,1481523193,23231.4495,2983340032,7.787060562,
Brown,South Dakota,N Great Plains,426.540153,4.07,17.36018423,169045.3,684102662.8,11876.14826,4483700224,2.648738244,
Marshall,South Dakota,N Great Plains,431.369087,4.07,17.55672184,183471.1,742481855.7,13035.54741,2293649920,5.683320414,
Walworth,South Dakota,N Great Plains,383.795251,4.07,15.62046672,194712.7,787975037.1,12308.53784,1928540032,6.382308708,
Edmunds,South Dakota,N Great Plains,396.322073,4.07,16.13030837,210509.4,851902070.5,13741.4431,2981139968,4.609459216,
Potter,South Dakota,N Great Plains,371.396368,4.07,15.11583218,179983.8,728369240.9,11009.90721,2327049984,4.731272334,
Faulk,South Dakota,N Great Plains,388.494998,4.07,15.81174642,199662.8,808007398.8,12776.00809,2605220096,4.904003356,
Spink,South Dakota,N Great Plains,433.89947,4.07,17.65970843,158623.6,641927501.9,11336.25252,3910510080,2.898919139,
Sully,South Dakota,N Great Plains,358.365326,4.07,14.58546877,153940.5,622975651.8,9086.391913,2772359936,3.277493588,
Hughes,South Dakota,N Great Plains,335.858982,4.07,13.66946057,191392.8,774539866.6,10587.54216,2074249984,5.104274917,
Hand,South Dakota,N Great Plains,376.696781,4.07,15.33155899,348474.6,1410227920,21620.99254,3730040064,5.796450485,
Beadle,South Dakota,N Great Plains,405.067534,4.07,16.48624863,211588.9,856270655.9,14116.69093,3275859968,4.309308416,
Buffalo,South Dakota,N Great Plains,320.552942,4.07,13.04650474,200262.8,810435514.8,10573.35078,1262739968,8.373339763,
Jerauld,South Dakota,N Great Plains,373.080958,4.07,15.18439499,158521.8,641515531.5,9741.025224,1379650048,7.060504392,
Sanborn,South Dakota,N Great Plains,391.135505,4.07,15.91921505,118546.4,479740684.3,7637.095123,1477730048,5.168126028,
Miner,South Dakota,N Great Plains,479.247637,4.07,19.50537883,107927.2,436766268.6,8519.291527,1481120000,5.751925251,
Brule,South Dakota,N Great Plains,360.746507,4.07,14.68238283,208302.4,842970650.5,12376.81781,2192339968,5.645482904,
Aurora,South Dakota,N Great Plains,374.783836,4.07,15.25370213,167008.1,675858399.6,10309.34271,1845900032,5.584995139,
Davison,South Dakota,N Great Plains,418.3375,4.07,17.02633625,59690.7,241559906.2,4112.880188,1131449984,3.635052584,
Douglas,South Dakota,N Great Plains,406.354393,4.07,16.5386238,50757.6,205408901.1,3397.18054,1123000064,3.025093808,
Toole,Montana,N Great Plains,253.897876,4.07,10.33364355,401801.5,1626034418,16802.86008,5039079936,3.334509533,
Pondera,Montana,N Great Plains,298.442644,4.07,12.14661561,229201.9,927548001,11266.56903,4253540096,2.648751105,
Chouteau,Montana,N Great Plains,236.53497,4.07,9.626973279,791589.1,3203450265,30839.5301,10351399936,2.979261771,
Hillsborough,Montana,N Great Plains,278.329023,4.07,11.32799124,411424.8,1664978566,18860.86261,7553959936,2.496817929,
Blaine,Montana,N Great Plains,238.836863,4.07,9.720660324,1136082.8,4597568040,44691.39723,10978400256,4.070847864,
Phillips,Montana,N Great Plains,215.494143,4.07,8.77061162,1532836.4,6203174314,54405.63272,13499100160,4.030315508,
Valley,Montana,N Great Plains,229.73359,4.07,9.350157113,1496849,6057538344,56638.93524,13109199872,4.320548606,
Daniels,Montana,N Great Plains,369.492778,4.07,15.03835606,263702.2,1067165885,16048.42056,3694159872,4.344268011,
Sheridan,Montana,N Great Plains,342.032387,4.07,13.92071815,337120,1364277443,18991.72177,4419380224,4.297372211,
Roosevelt,Montana,N Great Plains,301.340454,4.07,12.26455648,589995,2387627166,29283.18822,6136549888,4.771930279,
Kittson,Minnesota,N Great Plains,796.939154,4.07,32.43542357,58658.6,237383142,7699.622758,2858230016,2.693842943,
Marshall ,Minnesota,N Great Plains,686.409387,4.07,27.93686205,19624.5,79417604.07,2218.678649,4695699968,0.47249157,
Roseau,Minnesota,N Great Plains,554.001949,4.07,22.54787932,7858.8,31803463.37,717.1006541,4346399744,0.164987276,
Pennington,Minnesota,N Great Plains,629.688735,4.07,25.62833151,3222.3,13040196.98,334.1984912,1600729984,0.208778804,
Red Lake,Minnesota,N Great Plains,665.547999,4.07,27.08780356,1985.8,8036254.588,217.6844856,1120300032,0.194309095,
Polk,Minnesota,N Great Plains,595.117757,4.07,24.22129271,36225,146597503.5,3550.781043,5173989888,0.686275219,
Norman,Minnesota,N Great Plains,700.549593,4.07,28.51236844,6238.4,25245931.42,719.8212982,2270729984,0.316999953,
Mahnomen,Minnesota,N Great Plains,513.65185,4.07,20.9056303,7955.5,32194794.73,673.052476,1509379968,0.445913216,
Clay,Minnesota,N Great Plains,618.018931,4.07,25.15337049,30894.6,125026121,3144.828342,2726560000,1.153405148,
Wilkin,Minnesota,N Great Plains,628.377403,4.07,25.5749603,3841,15543989.26,397.5369083,1945459968,0.204340832,
Otter Tail,Minnesota,N Great Plains,582.126317,4.07,23.6925411,118474.1,479448096.3,11359.34373,5761979904,1.97143064,
Traverse,Minnesota,N Great Plains,628.05868,4.07,25.56198828,3974.2,16083031.01,411.1142502,1517490048,0.270917263,
,,,,,,,,,,#DIV/0!,
Osceola,Michigan,N lake states,625.955693,5.38,33.67641628,17128.2,69315427.45,2334.29519,1484280064,1.572678396,
Alpena,Michigan,N lake states,586.841304,5.38,31.57206216,6831.3,27645314.72,872.8195946,1550050048,0.563091234,
Arenac,Michigan,N lake states,642.653381,5.38,34.5747519,5472,22144417.92,765.6377555,963019008,0.79503909,
Delta,Michigan,N lake states,557.014985,5.38,29.96740619,11236.3,45471733.02,1362.669894,3069050112,0.444003794,
Dickinson,Michigan,N lake states,498.472237,5.38,26.81780635,3559.6,14405202.86,386.3159406,2010770048,0.192123381,
Presque Isle,Michigan,N lake states,531.710006,5.38,28.60599832,10487,42439420.82,1214.022001,1775389952,0.683805831,
Alcona,Michigan,N lake states,538.556833,5.38,28.97435762,9478.7,38358971.88,1111.426569,1799100032,0.617768078,
Gladwin,Michigan,N lake states,559.332621,5.38,30.09209501,10750.6,43506173.12,1309.191895,1336320000,0.979699395,
Mackinac,Michigan,N lake states,515.580455,5.38,27.73822848,9913.5,40118546.61,1112.817412,2790129920,0.398840715,
Chippewa,Michigan,N lake states,486.984258,5.38,26.19975308,14684.3,59425306.3,1556.928352,4236620032,0.367493035,
Alger,Michigan,N lake states,515.753642,5.38,27.74754594,6513.3,26358413.24,731.3812822,2427599872,0.301277525,
Oscoda,Michigan,N lake states,455.725876,5.38,24.51805213,9892.3,40032753.18,981.5251293,1479970048,0.663206077,
Montmorency,Michigan,N lake states,456.781838,5.38,24.57486288,7569.4,30632302.08,752.7846235,1457520000,0.516483221,
Cheboygan,Michigan,N lake states,507.384808,5.38,27.29730267,17051.2,69003819.23,1883.618139,2062310016,0.913353533,
Antrim,Michigan,N lake states,623.259459,5.38,33.53135889,27748.8,112295508.8,3765.421007,1360240000,2.76820341,
Wexford,Michigan,N lake states,523.398507,5.38,28.15883968,23902.5,96730071.15,2723.806565,1489980032,1.828082596,
Emmet,Michigan,N lake states,639.135554,5.38,34.38549281,24317.5,98409518.05,3383.859775,1254669952,2.697011887,
Grand Traverse,Michigan,N lake states,560.179282,5.38,30.13764537,23038.8,93234798.17,2809.877283,1270659968,2.211352647,
Gogebic,Michigan,N lake states,815.365052,5.38,43.8666398,739.5,2992652.97,131.2776299,2964460032,0.044283825,
Ontonagon,Michigan,N lake states,546.916158,5.38,29.4240893,4471.9,18097153.23,532.4922528,3439059968,0.154836571,
Houghton,Michigan,N lake states,595.987642,5.38,32.06413514,5438.9,22010466.85,705.7465837,2698670080,0.261516437,
Keweenaw,Michigan,N lake states,758.408786,5.38,40.80239269,275.3,1114100.558,45.45796846,1519209984,0.02992211,
Baraga,Michigan,N lake states,461.468934,5.38,24.82702865,3288.8,13309313.17,330.4306993,2377270016,0.138995864,
Iron,Michigan,N lake states,523.96211,5.38,28.18916152,3091.7,12511677.06,352.6936856,3137159936,0.112424515,
Marquette,Michigan,N lake states,450.201622,5.38,24.22084726,10512.2,42541401.69,1030.388793,4844910080,0.212674493,
Menominee,Michigan,N lake states,530.985457,5.38,28.56701759,5681.5,22992235.09,656.8195842,2725019904,0.241032949,
Schoolcraft,Michigan,N lake states,485.947169,5.38,26.14395769,13767.1,55713526.31,1456.572075,3164940032,0.460221066,
Luce,Michigan,N lake states,410.418869,5.38,22.08053515,8372,33880311.92,748.0954183,2402030080,0.311442985,
Ostego,Michigan,N lake states,485.026618,5.38,26.09443205,19394.4,78486421.58,2048.058595,1362240000,1.503449168,
Benzie,Michigan,N lake states,581.061583,5.38,31.26111317,17436,70561050.96,2205.816999,900374976,2.449887056,
Kalkaska,Michigan,N lake states,471.049775,5.38,25.3424779,30473.2,123320774.2,3125.253993,1477670016,2.114987757,
Crawford,Michigan,N lake states,411.656078,5.38,22.147097,15503.8,62741708.07,1389.546694,1458690048,0.952599009,
Manistee,Michigan,N lake states,632.422471,5.38,34.02432894,27463.7,111141749,3781.523426,1444589952,2.617714059,
Missaukee,Michigan,N lake states,539.13171,5.38,29.005286,9805.4,39681081.04,1150.961104,1487010048,0.774010307,
Roscommon,Michigan,N lake states,479.150419,5.38,25.77829254,5214.7,21103160.84,544.0034538,1502370048,0.362096845,
Ogemaw,Michigan,N lake states,519.367437,5.38,27.94196811,7869.2,31845550.71,889.8273625,1489400064,0.597440126,
Iosco,Michigan,N lake states,535.330462,5.38,28.80077886,6656.5,26937923.59,775.8331801,1467040000,0.528842554,
Lake,Michigan,N lake states,563.537051,5.38,30.31829334,10010.4,40510687.34,1228.214902,1487320064,0.825790583,
Osceola,Michigan,N lake states,625.955693,5.38,33.67641628,17128.2,69315427.45,2334.29519,1484280064,1.572678396,
Clare,Michigan,N lake states,546.84353,5.38,29.42018191,14286,57813441.96,1700.88198,1489840000,1.141654124,
Gladwin,Michigan,N lake states,559.332621,5.38,30.09209501,10750.6,43506173.12,1309.191895,1336320000,0.979699395,
Oceana,Michigan,N lake states,807.916989,5.38,43.46593401,15243.2,61687096.35,2681.287259,1414409984,1.895693108,
Newaygo,Michigan,N lake states,684.496195,5.38,36.82589529,25980.8,105140660.3,3871.898947,2232019968,1.734706231,
Mecosta,Michigan,N lake states,630.977527,5.38,33.94659095,20995.4,84965444.44,2884.287188,1479369984,1.949672644,
Kanabec,Minnesota,N lake states,484.466439,5.38,26.06429442,45377,183634366.2,4786.300186,1381880064,3.46361476,
Crow Wing,Minnesota,N lake states,520.492761,5.38,28.00251054,36881.5,149254267.1,4179.494188,2995729920,1.395150531,
Hubbard,Minnesota,N lake states,479.964563,5.38,25.82209349,38050.6,153985451.1,3976.226715,2588760064,1.535957994,
Saint Louis,Minnesota,N lake states,434.223329,5.38,23.3612151,44134.7,178606952,4172.475425,17461700608,0.238950118,
Washington,Minnesota,N lake states,488.712966,5.38,26.29275757,52627.9,212977743.4,5599.772175,1095600000,5.111146564,
Lake of the Woods,Minnesota,N lake states,479.180598,5.38,25.77991617,3441.6,13927673.38,359.0542521,4608949760,0.077903703,
Koochiching,Minnesota,N lake states,459.016514,5.38,24.69508845,10439.6,42247599.66,1043.30821,8169679872,0.127704907,
Lake,Minnesota,N lake states,503.130546,5.38,27.06842337,30479.2,123345055.3,3338.756178,5927130112,0.563300639,
Cook,Minnesota,N lake states,517.668539,5.38,27.8505674,13186.7,53364728.76,1486.237975,4164900096,0.35684841,
Beltrami,Minnesota,N lake states,451.96166,5.38,24.31553731,36018.1,145760208.2,3544.23778,7914140160,0.447836115,
Itasca,Minnesota,N lake states,428.987338,5.38,23.07951878,29792.7,120566885.9,2782.625708,7583170048,0.366947555,
Clearwater,Minnesota,N lake states,443.041515,5.38,23.83563351,26108.7,105658253.7,2518.431412,2667689984,0.944049506,
Becker,Minnesota,N lake states,535.383872,5.38,28.80365231,51149.7,206995674.9,5962.231451,3742629888,1.593059327,
Cass,Minnesota,N lake states,491.546658,5.38,26.4452102,52645.3,213048158.8,5634.103341,6251650048,0.901218606,
Otter Tail,Minnesota,N lake states,582.126317,5.38,31.31839585,118474.1,479448096.3,15015.54527,5761979904,2.60596974,
Wadena,Minnesota,N lake states,584.653379,5.38,31.45435179,29852.5,120808888.2,3799.965267,1407040000,2.700680341,
Aitkin,Minnesota,N lake states,472.880259,5.38,25.44095793,43619.6,176522414.5,4490.899321,5168090112,0.868966915,
Carlton,Minnesota,N lake states,456.883389,5.38,24.58032633,41029.8,166041856.4,4081.363015,2266889984,1.800423948,
Todd,Minnesota,N lake states,628.067455,5.38,33.79002908,65271.9,264146241.2,8925.509172,2536420096,3.518939621,
Morrison,Minnesota,N lake states,595.900139,5.38,32.05942748,71404.9,288965633.6,9264.072775,2987549952,3.100893014,
Mile Lacs,Minnesota,N lake states,520.035299,5.38,27.97789909,33612.7,136025891.1,3805.718655,1765609984,2.155469605,
Pine,Minnesota,N lake states,494.419447,5.38,26.59976625,74803.8,302720506.1,8052.2947,3714830080,2.167607812,
Benton,Minnesota,N lake states,554.887493,5.38,29.85294712,27418.6,110959235.6,3312.460193,1069790016,3.096364841,
Sherburne,Minnesota,N lake states,600.805549,5.38,32.32333854,35608.1,144100995.6,4657.825263,1168060032,3.98765914,
Isanti,Minnesota,N lake states,597.937308,5.38,32.16902717,28309.5,114564583.2,3685.431189,1169779968,3.150533681,
Chisago,Minnesota,N lake states,540.223208,5.38,29.06400859,40376.2,163396828.7,4748.966834,1145650048,4.145215934,
Anoka,Minnesota,N lake states,543.173088,5.38,29.22271213,25397,102778103.4,3003.45493,1155379968,2.599538691,
Ramsey,Minnesota,N lake states,461.079145,5.38,24.806058,1596.3,6460002.618,160.2471996,440496992,0.363787273,
Rusk,Wisconsin,N lake states,728.269675,5.38,39.18090852,10882.9,44041572.69,1725.588831,2410560000,0.715845625,
Ashland,Wisconsin,N lake states,582.39553,5.38,31.33287951,11282.1,45657079.21,1430.567762,2735889920,0.522889372,
Waushara,Wisconsin,N lake states,781.569208,5.38,42.04842339,16780.8,67909548.29,2855.489439,1651190016,1.729352413,
Eau Claire,Wisconsin,N lake states,712.836726,5.38,38.35061586,28130.5,113840195.2,4365.841597,1670759936,2.613087316,
Marathon,Wisconsin,N lake states,897.100786,5.38,48.26402229,12838,51953588.68,2507.489162,4082599936,0.614189291,
Washburn,Wisconsin,N lake states,488.989491,5.38,26.30763462,20162.3,81594005.38,2146.54528,2210119936,0.971234749,
Burnett,Wisconsin,N lake states,524.797111,5.38,28.23408457,26724.3,108149500.7,3053.502149,2280250112,1.339108431,
Bayfield,Wisconsin,N lake states,505.633035,5.38,27.20305728,28876.4,116858748.1,3178.915219,3915529984,0.811873548,
Adams,Wisconsin,N lake states,617.813795,5.38,33.23838217,20244.4,81926252.58,2723.096093,1780569984,1.529339547,
Douglas,Wisconsin,N lake states,500.248942,5.38,26.91339308,35759.3,144712880.8,3894.714645,3477199872,1.120072124,
Iron,Wisconsin,N lake states,810.723837,5.38,43.61694243,1687.3,6828266.878,297.8281233,2078659968,0.143278905,
Vilas,Wisconsin,N lake states,665.568408,5.38,35.80758035,1338.1,5415103.366,193.9017489,2636239872,0.073552392,
Sawyer,Wisconsin,N lake states,557.784031,5.38,30.00878087,8042.5,32546871.55,976.6919363,3498820096,0.279148944,
Price,Wisconsin,N lake states,806.647756,5.38,43.39764927,44532.7,180217602.3,7821.020298,3309710080,2.363052989,
Oneida,Wisconsin,N lake states,694.388379,5.38,37.35809479,2403.6,9727032.696,363.3834095,3202599936,0.113465127,
Forest,Wisconsin,N lake states,730.692468,5.38,39.31125478,4352.9,17615576.89,692.4904313,2710289920,0.25550419,
Florence,Wisconsin,N lake states,648.402792,5.38,34.88407021,5905,23896708.3,833.6144501,1288120064,0.647155862,
Marinette,Wisconsin,N lake states,698.065104,5.38,37.5559026,16514.1,66830250.73,2509.870387,3705260032,0.677380363,
Polk,Wisconsin,N lake states,503.5421,5.38,27.09056498,74240.7,300441719.2,8139.135917,2476790016,3.286163084,
Barron,Wisconsin,N lake states,613.480019,5.38,33.00522502,54749.6,221563966.3,7312.768563,2304280064,3.173558925,
Lincoln,Wisconsin,N lake states,799.621802,5.38,43.01965295,3732,15102881.52,649.7207215,2348470016,0.276657022,
Langlade,Wisconsin,N lake states,831.945199,5.38,44.75865171,2540,10279024.4,460.075273,2299269888,0.200096246,
Saint Croix,Wisconsin,N lake states,630.465683,5.38,33.91905375,86224.2,348937266,11835.62188,1905250048,6.212109477,
Dunn,Wisconsin,N lake states,762.996025,5.38,41.04918615,39796,161048840.6,6610.923835,2237580032,2.954497153,
Chippewa,Wisconsin,N lake states,817.840551,5.38,43.99982164,24708.7,99992649.68,4399.658752,2697520128,1.631001269,
Taylor,Wisconsin,N lake states,878.173065,5.38,47.2457109,7108.4,28766699.62,1359.103174,2550099968,0.532960743,
Menominee,Wisconsin,N lake states,498.836358,5.38,26.83739606,181.9,736123.834,19.75564688,945446016,0.020895584,
Shawano,Wisconsin,N lake states,756.343518,5.38,40.69128127,12012.9,48614524.49,1978.18729,2355120128,0.839951757,
Oconto,Wisconsin,N lake states,813.151436,5.38,43.74754726,11966.4,48426345.5,2118.533838,2634070016,0.804281521,
Clark,Wisconsin,N lake states,815.207635,5.38,43.85817076,14291.3,57834890.32,2536.532496,3156160000,0.803676777,
Jackson,Wisconsin,N lake states,647.306499,5.38,34.82508965,19847.6,80320458.54,2797.167169,2590960128,1.079587115,
Wood,Wisconsin,N lake states,739.694785,5.38,39.79557943,18050.4,73047441.74,2906.96527,2096320000,1.386699202,
Portage,Wisconsin,N lake states,777.572025,5.38,41.83337495,26995.2,109245795.1,4570.120306,2131100032,2.144488873,
