,,,,,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,gC/m2/yr ,
County,State,ID,Year,Area m2,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring Durum,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,BLM Grazing,USFS Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,USFS Grazing,BLM Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,NPP 2012,NPP Percent
MENARD,ILLINOIS,ILLINOIS_MENARD,2012,817251008,3037.594,179709,,0,,,0,64280.9,3816.82,,,,250844.314,1437.698808,,1437.698808,,,,0,252282.0128,3.716843381,219.8944978,0,0,0,0,0,78.65502688,4.670315439,0,0,0,306.9366835,1.759188785,,1.759188785,,0,,0,308.6958723,209.31876,147.48
MENARD,TEXAS,TEXAS_MENARD,2012,2336399872,,,,0,,,0,0,1680.946,,,,1680.946,,,0,,,,0,1680.946,0,0,0,0,0,0,0,0,0.719459892,0,0,0,0.719459892,,,0,,0,,0,0.719459892,724.854784,0.10
MENDOCINO,CALIFORNIA,CALIFORNIA_MENDOCINO,2012,9102579712,,,,0,,,0,0,,,,,0,3534.342903,226446.2709,229980.6138,388.654,,,388.654,230369.2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388279259,2.48772E-05,0.388304136,1.151187,0.042697127,,0.042697127,25.30812968,480.586035,5.27
MENIFEE,KENTUCKY,KENTUCKY_MENIFEE,2012,533393984,,,,0,,,0,0,,,,,0,16875.84553,1081.319241,17957.16477,,,,0,17957.16477,0,0,0,0,0,0,0,0,0,0,0,0,0,31.63861243,2.02724E-06,31.63861446,,0,,0,33.66585546,564.550652,5.96
MENOMINEE,WISCONSIN,WISCONSIN_MENOMINEE,2012,945446016,,,,0,,,0,0,,,,,0,120877.9504,20244.69911,141122.6495,,,,0,141122.6495,0,0,0,0,0,0,0,0,0,0,0,0,0,127.8528317,2.14129E-05,127.8528531,,0,,0,149.2656874,498.836358,29.92
MENOMINEE,MICHIGAN,MICHIGAN_MENOMINEE,2012,2725019904,,26858.9,,0,,,0,0,76.09144,,,,26934.99144,104789.4161,45883.97977,150673.3959,,,,0,177608.3873,0,9.856405071,0,0,0,0,0,0,0.02792326,0,0,0,9.884328331,38.45455071,0.000016838,38.45456755,,0,,0,65.17691377,530.985457,12.27
MERCED,CALIFORNIA,CALIFORNIA_MERCED,2012,5124879872,,48283.76,,2901.884,35361.99,,0,0,54771.81,,,,141319.444,,,0,47.81901,,,47.81901,141367.263,0,9.421442298,0,0.566234541,6.900062223,0,0,0,10.68743295,0,0,0,27.57517201,,,0,,0.009330757,,0.009330757,27.58450277,328.291514,8.40
MERCER,ILLINOIS,ILLINOIS_MERCER,2012,1473049984,23162.77,562197.7,,0,,,0,148875.8,1066.813,,,,735303.083,1805.681241,3225.935734,5031.616975,,,,0,740334.7,15.72436119,381.6555488,0,0,0,0,0,101.06636,0.724220503,0,0,0,499.1704905,1.225811249,2.18997E-06,1.225813439,,0,,0,502.586272,732.594482,68.60
MERCER,OHIO,OHIO_MERCER,2012,1226140032,20423.35,211421.5,,0,,,0,136588.6,33289.28,,,,401722.73,5365.697337,,5365.697337,,,,0,407088.4273,16.65662116,172.428511,0,0,0,0,0,111.3972274,27.14965594,0,0,0,327.6320155,4.376088536,,4.376088536,,0,,0,332.0081041,494.84004,67.09
MERCER,PENNSYLVANIA,PENNSYLVANIA_MERCER,2012,1767849984,14368.72,112261.3,,0,,,0,26583.94,2488.084,,,,155702.044,44671.35582,2547.107544,47218.46336,,,,0,202920.5074,8.127793721,63.50159856,0,0,0,0,0,15.0374411,1.40740675,0,0,0,88.07424013,25.26874804,1.44079E-06,25.26874948,,0,,0,114.7837821,678.617577,16.91
MERCER,NORTH DAKOTA,NORTH DAKOTA_MERCER,2012,2881210112,39852,45194.14,,0,,,0,0,25655.31,10459.06,65421.01,,186581.52,,,0,,,,0,186581.52,13.83168823,15.68581889,0,0,0,0,0,0,8.904352339,3.630092771,22.70608788,0,64.75804011,,,0,,0,,0,64.75804011,508.900718,12.73
MERCER,KENTUCKY,KENTUCKY_MERCER,2012,656022016,16364.35,5851.977,,0,,,0,2528.531,,,,,24744.858,,450.5496835,450.5496835,,,,0,25195.40768,24.94481832,8.920397269,0,0,0,0,0,3.854338632,0,0,0,0,37.71955422,,6.8679E-07,6.8679E-07,,0,,0,38.40634471,394.622241,9.73
MERCER,MISSOURI,MISSOURI_MERCER,2012,1178840064,13861.57,20398.92,,0,,,249.946,21294.01,897.2235,,,,56701.6695,3970.787184,,3970.787184,,,,0,60672.45668,11.75865194,17.30423034,0,0,0,0,0.212027066,18.06352757,0.761107064,0,0,0,48.09954398,3.368384996,,3.368384996,,0,,0,51.46792897,645.16287,7.98
MERCER,WEST VIRGINIA,WEST VIRGINIA_MERCER,2012,1089680000,,82.49711,,0,,,0,0,,,,,82.49711,59245.17171,979.1946456,60224.36636,,,,0,60306.86347,0,0.075707648,0,0,0,0,0,0,0,0,0,0,0.075707648,54.36933018,8.98608E-07,54.36933108,,0,,0,55.34364535,870.372929,6.36
MERCER,NEW JERSEY,NEW JERSEY_MERCER,2012,592611008,375.4174,6479.169,,0,,,0,5328.832,583.4134,,,,12766.8318,3465.881055,,3465.881055,,,,0,16232.71286,0.633497176,10.93325793,0,0,0,0,0,8.992124561,0.984479519,0,0,0,21.54335918,5.848492533,,5.848492533,,0,,0,27.39185171,583.807029,4.69
MERIWETHER,GEORGIA,GEORGIA_MERIWETHER,2012,1309059968,,,,0,,,0,629.1065,385.389,,,,1014.4955,24141.35915,40068.88519,64210.24434,,,,0,65224.73984,0,0,0,0,0,0,0,0.480578824,0.294401333,0,0,0,0.774980157,18.4417519,3.06089E-05,18.44178251,,0,,0,49.8256317,482.565039,10.33
MERRICK,NEBRASKA,NEBRASKA_MERRICK,2012,1286819968,8701.728,437833.1,,0,,,0,85716.92,616.2333,,,,532867.9813,667.503018,480.5863291,1148.089347,,,,0,534016.0706,6.762195347,340.244254,0,0,0,0,0,66.61143138,0.478880741,0,0,0,414.0967614,0.518722925,3.73468E-07,0.518723298,,0,,0,414.9889526,520.651514,79.71
MERRIMACK,NEW HAMPSHIRE,NEW HAMPSHIRE_MERRIMACK,2012,2472940032,,,,0,,,0,0,,,,,0,33674.67149,45115.04165,78789.71314,,,,0,78789.71314,0,0,0,0,0,0,0,0,0,0,0,0,0,13.61726166,1.82435E-05,13.6172799,,0,,0,31.86074556,567.713685,5.61
MESA,COLORADO,COLORADO_MESA,2012,8653710336,81581.09,,,0,,,0,0,4852.376,,,,86433.466,6315.605478,25855.54451,32171.14999,5546.395,,,5546.395,124151.011,9.427296135,0,0,0,0,0,0,0,0.560727805,0,0,0,9.988023939,0.729814754,2.9878E-06,0.729817742,2.694457,0.640926815,,0.640926815,14.34656421,388.907367,3.69
METCALFE,KENTUCKY,KENTUCKY_METCALFE,2012,754244992,4588.435,5703.863,,0,,,0,2485.74,,,,,12778.038,52433.21784,408.4983797,52841.71622,,,,0,65619.75422,6.083480896,7.562347858,0,0,0,0,0,3.295666562,0,0,0,0,16.94149532,69.51748887,5.41599E-07,69.51748941,,0,,0,87.00058325,554.679217,15.68
MIAMI,INDIANA,INDIANA_MIAMI,2012,977190016,12967.94,193147.9,,0,,,0,102709.2,9146.707,,,,317971.747,4270.307769,,4270.307769,,,,0,322242.0548,13.27064316,197.6564402,0,0,0,0,0,105.1066817,9.360213316,0,0,0,325.3939784,4.369987105,,4.369987105,,0,,0,329.7639655,863.316551,38.20
MIAMI,OHIO,OHIO_MIAMI,2012,1061129984,7561.284,180878.2,,0,,,0,85109.17,13504.14,,,,287052.794,342.30924,,342.30924,,,,0,287395.1032,7.125690645,170.4580991,0,0,0,0,0,80.20616822,12.72618831,0,0,0,270.5161463,0.322589358,,0.322589358,,0,,0,270.8387357,881.70673,30.72
MIAMI,KANSAS,KANSAS_MIAMI,2012,1528519936,1900.475,18887.85,,0,,,814.5729,20841.86,13195.51,,,,55640.2679,1352.121498,,1352.121498,,,,0,56992.3894,1.243343286,12.35695365,0,0,0,0,0.532916111,13.63532101,8.632867449,0,0,0,36.40140151,0.884595265,,0.884595265,,0,,0,37.28599677,498.58332,7.48
MIAMI-DADE,FLORIDA,FLORIDA_MIAMI-DADE,2012,5230380032,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,1234.748999,0.00
MIDDLESEX,VIRGINIA,VIRGINIA_MIDDLESEX,2012,361616992,,12038.38,,0,,,0,9450.949,8114.353,,,,29603.682,5973.296238,4847.914595,10821.21083,,,,0,40424.89283,0,33.29041573,0,0,0,0,0,26.13524588,22.43908107,0,0,0,81.86474268,16.51829524,1.34062E-05,16.51830865,,0,,0,111.7892514,526.658446,21.23
MIDDLESEX,NEW JERSEY,NEW JERSEY_MIDDLESEX,2012,821988992,281.563,8156.03,,0,,,0,3886.206,750.1029,,,,13073.9019,9285.138135,,9285.138135,,,,0,22359.04004,0.34253865,9.922310492,0,0,0,0,0,4.727807839,0.912546162,0,0,0,15.90520314,11.29593976,,11.29593976,,0,,0,27.2011429,715.588235,3.80
MIDDLESEX,CONNECTICUT,CONNECTICUT_MIDDLESEX,2012,998859008,,,,0,,,0,0,,,,,0,11706.97601,96.11726582,11803.09328,,,,0,11803.09328,0,0,0,0,0,0,0,0,0,0,0,0,0,11.72034883,9.62271E-08,11.72034893,,0,,0,11.81657589,642.507662,1.84
MIDDLESEX,MASSACHUSETTS,MASSACHUSETTS_MIDDLESEX,2012,2194129920,,,,0,,,0,0,,,,,0,14590.93136,3892.749266,18483.68063,,,,0,18483.68063,0,0,0,0,0,0,0,0,0,0,0,0,0,6.649985136,1.77417E-06,6.64998691,,0,,0,8.424150483,1067.510953,0.79
MIDLAND,MICHIGAN,MICHIGAN_MIDLAND,2012,1367570048,,93778.04,,0,,,0,29402.36,13365.82,,,,136546.22,22292.88926,871.0627215,23163.95198,,,,0,159710.172,0,68.57275072,0,0,0,0,0,21.49971041,9.773407965,0,0,0,99.8458691,16.30109499,6.36942E-07,16.30109563,,0,,0,116.783906,206.792079,56.47
MIDLAND,TEXAS,TEXAS_MIDLAND,2012,2335980032,,,,0,3714.989,,1050.523,0,1362.858,,,,6128.37,,,0,,,,0,6128.37,0,0,0,0,1.590334228,0,0.449714032,0,0.583420227,0,0,0,2.623468487,,,0,,0,,0,2.623468487,639.241698,0.41
MIFFLIN,PENNSYLVANIA,PENNSYLVANIA_MIFFLIN,2012,1074200064,15184.48,31589.17,,0,,,0,7893.065,845.7324,,,,55512.4474,42574.71173,2006.447924,44581.15965,,,,0,100093.6071,14.13561636,29.40715706,0,0,0,0,0,7.347853779,0.787313675,0,0,0,51.67794088,39.63387562,1.86785E-06,39.63387749,,0,,0,93.17966961,683.872881,13.63
MILAM,TEXAS,TEXAS_MILAM,2012,2646710016,,36531.94,,0,5641.042,,33564.82,0,26909.04,,,,102646.842,,,0,,,,0,102646.842,0,13.80277393,0,0,2.131341162,0,12.6817142,0,10.16697705,0,0,0,38.78280634,,,0,,0,,0,38.78280634,398.617866,9.73
MILLARD,UTAH,UTAH_MILLARD,2012,17707999232,227817.4,,,0,,,0,0,,,,,227817.4,17.115462,228.2785063,245.3939683,23699.05,,,23699.05,251761.844,12.86522532,0,0,0,0,0,0,0,0,0,0,0,12.86522532,0.000966538,1.28913E-08,0.000966551,3.379791,1.338324544,,1.338324544,14.21740766,119.439645,11.90
MILLE LACS,MINNESOTA,MINNESOTA_MILLE LACS,2012,1765609984,13450.05,82066.62,,0,,,0,16435.45,,,,,111952.12,21351.53885,2054.506557,23406.04541,,,,0,135358.1654,7.61779222,46.48060486,0,0,0,0,0,9.308652618,0,0,0,0,63.4070497,12.0930098,1.16362E-06,12.09301096,,0,,0,76.66368373,520.035299,14.74
MILLER,GEORGIA,GEORGIA_MILLER,2012,734286016,,58894.36,,0,15746.96,,0,3758.158,9759.818,,,,88159.296,6914.646648,6770.259911,13684.90656,,,,0,101844.2026,0,80.20629389,0,0,21.44526745,0,0,5.118111905,13.29157547,0,0,0,120.0612487,9.416830087,9.22019E-06,9.416839307,,0,,0,138.6982733,440.916621,31.46
MILLER,ARKANSAS,ARKANSAS_MILLER,2012,1651619968,,57082.39,,0,,,0,0,10121.54,,,,67203.93,26999.64131,29381.8467,56381.48801,,,,0,123585.418,0,34.56145548,0,0,0,0,0,0,6.128249958,0,0,0,40.68970544,16.34736915,1.77897E-05,16.34738694,,0,,0,74.82678849,643.704019,11.62
MILLER,MISSOURI,MISSOURI_MILLER,2012,1554200064,,1609.923,,0,,,84.95018,3059.815,894.6878,,,,5649.37598,20375.95751,2493.041582,22868.99909,,,,0,28518.37507,0,1.035853129,0,0,0,0,0.054658459,1.968739463,0.575658064,0,0,0,3.634909116,13.11025394,1.60407E-06,13.11025554,,0,,0,18.34923041,755.801043,2.43
MILLS,IOWA,IOWA_MILLS,2012,1141069952,5154.77,279369.8,,0,,,0,94362.95,,,,,378887.52,1882.70082,,1882.70082,,,,0,380770.2208,4.517488162,244.8314404,0,0,0,0,0,82.696902,0,0,0,0,332.0458306,1.649943386,,1.649943386,,0,,0,333.695774,259.139771,128.77
MILLS,TEXAS,TEXAS_MILLS,2012,1941699968,,,,0,,,0,0,2350.259,,,,2350.259,,,0,,,,0,2350.259,0,0,0,0,0,0,0,0,1.21041306,0,0,0,1.21041306,,,0,,0,,0,1.21041306,605.18135,0.20
MILWAUKEE,WISCONSIN,WISCONSIN_MILWAUKEE,2012,629889984,814.4259,4290.841,,0,,,0,2555.441,800.0417,,,,8460.7496,4227.519114,216.2638481,4443.782962,,,,0,12904.53256,1.292965312,6.812048308,0,0,0,0,0,4.056964017,1.270129261,0,0,0,13.4321069,6.711519823,3.43336E-07,6.711520166,,0,,0,20.48696263,717.301848,2.86
MINER,SOUTH DAKOTA,SOUTH DAKOTA_MINER,2012,1481120000,14560.42,156879.6,,0,,,0,63043.27,,,1629.92,,236113.21,,,0,,,,0,236113.21,9.830682186,105.9195744,0,0,0,0,0,42.56459301,0,0,1.100464513,0,159.4153141,,,0,,0,,0,159.4153141,479.247637,33.26
MINERAL,WEST VIRGINIA,WEST VIRGINIA_MINERAL,2012,852491008,,1234.046,,0,,,0,0,19.22839,,,,1253.27439,26751.46711,2673.261456,29424.72857,,,,0,30678.00296,0,1.447576559,0,0,0,0,0,0,0.022555534,0,0,0,1.470132093,31.38035106,3.13582E-06,31.3803542,,0,,0,35.9863068,216.31952,16.64
MINERAL,MONTANA,MONTANA_MINERAL,2012,3168760064,2005.435,,,0,,,0,0,119.216,,169.328,,2293.979,,35965.87941,35965.87941,,,,0,38259.85841,0.632876885,0,0,0,0,0,0,0,0.037622287,0,0.053436674,0,0.723935847,,1.13501E-05,1.13501E-05,2.986764,0,,0,12.07407871,497.647545,2.43
MINERAL,NEVADA,NEVADA_MINERAL,2012,9874780160,6139.304,,,0,,,0,0,,,,,6139.304,,,0,3014.854,,,3014.854,9154.158,0.621715512,0,0,0,0,0,0,0,0,0,0,0,0.621715512,,,0,1.635662,0.305308468,,0.305308468,0.927023979,207.091342,0.45
MINERAL,COLORADO,COLORADO_MINERAL,2012,2273880064,,,,0,,,0,0,,,,,0,350.866971,738.901481,1089.768452,,,,0,1089.768452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1543032,3.24952E-07,0.154303525,2.694457,0,,0,0.479255027,112.599026,0.43
MINGO,WEST VIRGINIA,WEST VIRGINIA_MINGO,2012,1096920064,,,,0,,,0,0,,,,,0,22147.40783,108.1319241,22255.53975,,,,0,22255.53975,0,0,0,0,0,0,0,0,0,0,0,0,0,20.19053945,9.85778E-08,20.19053955,,0,,0,20.28911722,577.661972,3.51
MINIDOKA,IDAHO,IDAHO_MINIDOKA,2012,1974870016,160154,,,0,,,0,0,41883.65,,58259.17,,260296.82,,,0,2688.36,,,2688.36,262985.18,81.09597022,0,0,0,0,0,0,0,21.20830721,0,29.50025547,0,131.8045329,,,0,,1.361284529,,1.361284529,133.1658174,630.26466,21.13
MINNEHAHA,SOUTH DAKOTA,SOUTH DAKOTA_MINNEHAHA,2012,2107709952,43317.39,429304,,0,,,0,134892.7,,,224.8165,,607738.9065,1762.892586,54.06596203,1816.958548,,,,0,609555.865,20.5518743,203.6826745,0,0,0,0,0,63.99965037,0,0,0.10666387,0,288.340863,0.836401889,2.56515E-08,0.836401915,,0,,0,289.2029164,482.069334,59.99
MISSAUKEE,MICHIGAN,MICHIGAN_MISSAUKEE,2012,1487010048,,17185.67,,0,,,0,0,908.3125,,,,18093.9825,41042.87788,16357.95718,57400.83506,,,,0,75494.81756,0,11.5571983,0,0,0,0,0,0,0.610831447,0,0,0,12.16802975,27.60094186,1.10006E-05,27.60095286,,0,,0,50.76954097,539.13171,9.42
MISSISSIPPI,MISSOURI,MISSOURI_MISSISSIPPI,2012,1111000064,,205636.4,,0,659.5136,,4287.217,130042.7,71655.64,,,,412281.4706,693.176211,18.02198734,711.1981983,,,,0,412992.6688,0,185.0912585,0,0,0.593621568,0,3.858880966,117.0501283,64.49652194,0,0,0,371.0904112,0.623920946,1.62214E-08,0.623920962,,0,,0,371.7305536,1018.636383,36.49
MISSISSIPPI,ARKANSAS,ARKANSAS_MISSISSIPPI,2012,2381659904,,89463.17,,0,76474.76,,7497.201,266025.9,40154,,,,479615.031,1694.430738,,1694.430738,,,,0,481309.4617,0,37.56336908,0,0,32.10985745,0,3.147888994,111.697686,16.85966999,0,0,0,201.3784715,0.711449496,,0.711449496,,0,,0,202.089921,922.534149,21.91
MISSOULA,MONTANA,MONTANA_MISSOULA,2012,6780749824,12072.72,,,0,,,0,0,516.6028,,1693.28,,14282.6028,8.557731,148230.8459,148239.4036,89.19228,,,89.19228,162611.1987,1.780440263,0,0,0,0,0,0,0,0.076186677,0,0.249718695,0,2.106345636,0.001262063,2.18605E-05,0.001283924,2.986764,0.013153749,,0.013153749,23.98130044,272.560283,8.80
MITCHELL,KANSAS,KANSAS_MITCHELL,2012,1862759936,14307.57,29409.42,,0,,,61903.69,29926.72,207930.9,,,,343478.3,51.346386,,51.346386,,,,0,343529.6464,7.680844817,15.78808919,0,0,0,0,33.23224255,16.06579539,111.6251729,0,0,0,184.3921449,0.027564682,,0.027564682,,0,,0,184.4197096,141.954198,129.91
MITCHELL,IOWA,IOWA_MITCHELL,2012,1215670016,8490.209,407075.5,,0,,,0,93987.27,,,,,509552.979,684.61848,,684.61848,,,,0,510237.5975,6.983975,334.8569058,0,0,0,0,0,77.31314317,0,0,0,0,419.1540239,0.563161443,,0.563161443,,0,,0,419.7171854,649.313174,64.64
MITCHELL,GEORGIA,GEORGIA_MITCHELL,2012,1331100032,,60290.17,,0,27739.75,,0,3809.315,5985.496,,,,97824.731,6384.067326,44033.72241,50417.78974,,,,0,148242.5207,0,45.29349301,0,0,20.83971853,0,0,2.861779662,4.496653787,0,0,0,73.49164499,4.79608382,3.30807E-05,4.796116901,,0,,0,111.36843,342.685072,32.50
MITCHELL,NORTH CAROLINA,NORTH CAROLINA_MITCHELL,2012,574779008,,200.2246,,0,,,0,0,,,,,200.2246,18364.89073,2685.276114,21050.16684,,,,0,21250.39144,0,0.348350579,0,0,0,0,0,0,0,0,0,0,0.348350579,31.95122033,4.67184E-06,31.951225,,0,,0,36.97141188,598.279411,6.18
MITCHELL,TEXAS,TEXAS_MITCHELL,2012,2373390080,,,,0,8053.046,,108.7801,0,8282.836,,,,16444.6621,,,0,,,,0,16444.6621,0,0,0,0,3.393056231,0,0.045833216,0,3.489875545,0,0,0,6.928764993,,,0,,0,,0,6.928764993,753.564878,0.92
MOBILE,ALABAMA,ALABAMA_MOBILE,2012,3285839872,,1653.377,,0,2266.993,,0,1808.392,,,,,5728.762,36695.55053,81297.1849,117992.7354,,,,0,123721.4974,0,0.503182463,0,0,0.689928021,0,0,0.550359138,0,0,0,0,1.743469622,11.16778418,2.47417E-05,11.16780892,,0,,0,37.65292962,566.017885,6.65
MODOC,CALIFORNIA,CALIFORNIA_MODOC,2012,10887000064,,,,0,,,0,0,26129.03,,,,26129.03,,39462.14495,39462.14495,2598.685,,,2598.685,68189.85995,0,0,0,0,0,0,0,0,2.400021112,0,0,0,2.400021112,,3.6247E-06,3.6247E-06,1.151187,0.23869615,,0.23869615,6.263420552,175.315567,3.57
MOFFAT,COLORADO,COLORADO_MOFFAT,2012,12302999552,13811.29,,,0,,,0,0,,,,,13811.29,,228.2785063,228.2785063,17465.31,,,17465.31,31504.87851,1.122595343,0,0,0,0,0,0,0,0,0,0,0,1.122595343,,1.85547E-08,1.85547E-08,2.694457,1.419597711,,1.419597711,2.560747757,304.421379,0.84
MOHAVE,ARIZONA,ARIZONA_MOHAVE,2012,34865098752,,,,0,3172.992,,0,0,,,,,3172.992,,1111.355886,1111.355886,31713.98,,,31713.98,35998.32789,0,0,0,0,0.091007687,0,0,0,0,0,0,0,0.091007687,,3.18759E-08,3.18759E-08,,0.909619681,,0.909619681,1.032503253,81.256881,1.27
MONITEAU,MISSOURI,MISSOURI_MONITEAU,2012,1084800000,,7063.796,,0,,,509.7011,11458.32,6133.097,,,,25164.9141,7616.38059,1303.590418,8919.971008,,,,0,34084.88511,0,6.511611357,0,0,0,0,0.469857209,10.56261062,5.653666114,0,0,0,23.1977453,7.020999806,1.20169E-06,7.021001008,,0,,0,31.42043244,484.843673,6.48
MONMOUTH,NEW JERSEY,NEW JERSEY_MONMOUTH,2012,1262189952,3232.761,4905.835,,0,,,0,5948.575,937.8327,,,,15025.0037,16234.01571,534.6522911,16768.668,,,,0,31793.6717,2.561231766,3.886764423,0,0,0,0,0,4.71289998,0.743020255,0,0,0,11.90391642,12.86178493,4.23591E-07,12.86178535,,0,,0,25.18929235,712.84696,3.53
MONO,CALIFORNIA,CALIFORNIA_MONO,2012,8109859840,,,,0,,,0,0,,,,,0,,,0,2364.254,,,2364.254,2364.254,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1.151187,0.291528343,,0.291528343,0.291528343,170.956177,0.17
MONONA,IOWA,IOWA_MONONA,2012,1810230016,19417.42,449180,,0,,,0,126991.1,,,,,595588.52,13435.63767,5208.354342,18643.99201,,,,0,614232.512,10.72649322,248.1342128,0,0,0,0,0,70.15191378,0,0,0,0,329.0126198,7.422061037,2.87718E-06,7.422063914,,0,,0,339.311859,554.193694,61.23
MONONGALIA,WEST VIRGINIA,WEST VIRGINIA_MONONGALIA,2012,948113984,,154.8115,,0,,,0,0,,,,,154.8115,67452.03574,54.06596203,67506.1017,,,,0,67660.9132,0,0.163283637,0,0,0,0,0,0,0,0,0,0,0.163283637,71.14338242,5.70247E-08,71.14338248,,0,,0,71.3636908,641.98402,11.12
MONROE,ARKANSAS,ARKANSAS_MONROE,2012,1609330048,,133209.1,,0,4835.469,,5403.161,114159.6,41004.63,,,,298611.96,13718.04279,120.1465823,13838.18937,,,,0,312450.1494,0,82.77301487,0,0,3.004647186,0,3.357397699,70.93610173,25.47931672,0,0,0,185.5504782,8.524070504,7.46563E-08,8.524070579,,0,,0,194.149205,650.229476,29.86
MONROE,MICHIGAN,MICHIGAN_MONROE,2012,1461830016,,150402.5,,0,,,0,70822.57,33313.5,,,,254538.57,7582.149666,390.4763924,7972.626058,,,,0,262511.1961,0,102.8864494,0,0,0,0,0,48.44788329,22.78890133,0,0,0,174.123234,5.186751936,2.67115E-07,5.186752203,,0,,0,179.5771007,613.432864,29.27
MONROE,ILLINOIS,ILLINOIS_MONROE,2012,1030249984,5329.132,82126.69,,0,,,1545.458,77880.87,41426.15,,,,208308.3,6786.280683,138.1685696,6924.449253,,,,0,215232.7493,5.172659144,79.71530335,0,0,0,0,1.500080586,75.59414823,40.20980407,0,0,0,202.1919954,6.587023333,1.34112E-07,6.587023467,,0,,0,208.9131304,1010.955752,20.66
MONROE,ALABAMA,ALABAMA_MONROE,2012,2679820032,,3305.02,,0,8545.561,,0,1953.55,,,,,13804.131,110155.1134,160221.4748,270376.5882,,,,0,284180.7192,0,1.233299237,0,0,3.188856303,0,0,0.72898552,0,0,0,0,5.15114106,41.10541459,5.97881E-05,41.10547438,,0,,0,106.0447029,607.821191,17.45
MONROE,IOWA,IOWA_MONROE,2012,1124960000,25978.4,42738.49,,0,,,0,31294.36,,,,,100011.25,3919.440798,6.007329114,3925.448127,,,,0,103936.6981,23.09273219,37.99111968,0,0,0,0,0,27.81819798,0,0,0,0,88.90204985,3.484071254,5.34004E-09,3.484071259,,0,,0,92.39146114,567.836478,16.27
MONROE,WISCONSIN,WISCONSIN_MONROE,2012,2352420096,44400.33,111524.1,,0,,,0,19119.85,764.1179,,,,175808.3979,22113.1769,8181.982253,30295.15915,,,,0,206103.5571,18.87432014,47.40824149,0,0,0,0,0,8.127736212,0.324822042,0,0,0,74.73511989,9.400181941,3.47811E-06,9.400185419,,0,,0,87.61341454,566.636689,15.46
MONROE,MISSISSIPPI,MISSISSIPPI_MONROE,2012,1999399936,,34549.85,,0,906.8389,,0,39088.04,11769.46,,,,86314.1889,83497.78137,38188.59118,121686.3726,,,,0,208000.5615,0,17.28010959,0,0,0.453555531,0,0,19.54988559,5.886496137,0,0,0,43.17004685,41.76142045,0.0000191,41.76143955,,0,,0,104.0314935,684.417555,15.20
MONROE,GEORGIA,GEORGIA_MONROE,2012,1031489984,,313.3912,,0,132.3616,,0,65.02246,262.023,,,,772.79826,39562.39041,39630.35016,79192.74057,,,,0,79965.53883,0,0.303823794,0,0,0.128320781,0,0,0.063037413,0.254023795,0,0,0,0.749205782,38.35460453,3.84205E-05,38.35464295,,0,,0,77.52429987,557.646458,13.90
MONROE,NEW YORK,NEW YORK_MONROE,2012,1726649984,8663.478,82944.09,,0,,,0,21133.08,16453.8,,,,129194.448,19939.51323,24.02931646,19963.54255,,,,0,149157.9905,5.017506779,48.03758189,0,0,0,0,0,12.23935378,9.529319869,0,0,0,74.82376231,11.54809221,1.39167E-08,11.54809222,,0,,0,86.38577125,684.748143,12.62
MONROE,INDIANA,INDIANA_MONROE,2012,1065400000,3780.532,6521.22,,0,,,0,5815.887,151.3618,,,,16269.0008,55625.2515,997.2166329,56622.46813,,,,0,72891.46893,3.548462549,6.120912333,0,0,0,0,0,5.458876478,0.142070396,0,0,0,15.27032176,52.21067346,9.36002E-07,52.2106744,,0,,0,68.41699731,656.474633,10.42
MONROE,WEST VIRGINIA,WEST VIRGINIA_MONROE,2012,1226729984,,3625.76,,0,,,0,0,153.8272,,,,3779.5872,47658.00394,1742.125443,49400.12938,,,,0,53179.71658,0,2.955630047,0,0,0,0,0,0,0.125396136,0,0,0,3.081026183,38.84962833,1.42014E-06,38.84962975,,0,,0,43.35079217,482.155323,8.99
